PID	TID	Process	FD	Path	Device	Inode	Type	Mode	Changed	Modified	Accessed	Size
891	933	gdbus	1	socket:[14968]	0:8	14968	SOCK	srwxrwxrwx	-	-	-	0
891	933	gdbus	2	socket:[14968]	0:8	14968	SOCK	srwxrwxrwx	-	-	-	0
891	933	gdbus	3	socket:[15596]	0:8	15596	SOCK	srwxrwxrwx	-	-	-	0
891	933	gdbus	4	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
891	933	gdbus	5	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
891	933	gdbus	6	socket:[15606]	0:8	15606	SOCK	srwxrwxrwx	-	-	-	0
891	933	gdbus	7	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
891	933	gdbus	8	/proc/891/mountinfo	0:23	15658	REG	-r--r--r--	2025-11-19 17:01:53.579830 UTC	2025-11-19 17:01:53.579830 UTC	2025-11-19 17:01:53.579830 UTC	0
891	933	gdbus	9	/proc/swaps	0:23	4026532074	REG	-r--r--r--	2025-11-19 17:01:00.443012 UTC	2025-11-19 17:01:00.443012 UTC	2025-11-19 17:01:00.443012 UTC	0
891	933	gdbus	10	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
891	933	gdbus	11	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
891	933	gdbus	12	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
891	933	gdbus	13	socket:[15661]	0:8	15661	SOCK	srwxrwxrwx	-	-	-	0
891	933	gdbus	14	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
891	933	gdbus	15	/proc/891/mountinfo	0:23	15658	REG	-r--r--r--	2025-11-19 17:01:53.579830 UTC	2025-11-19 17:01:53.579830 UTC	2025-11-19 17:01:53.579830 UTC	0
891	933	gdbus	16	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
891	933	gdbus	17	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
891	1058	probing-thread	0	/dev/null	0:5	5	CHR	crw-rw-rw-	2025-11-19 17:40:47.286847 UTC	2025-11-19 17:01:53.198830 UTC	2025-11-19 17:01:53.198830 UTC	0
891	1058	probing-thread	1	socket:[14968]	0:8	14968	SOCK	srwxrwxrwx	-	-	-	0
891	1058	probing-thread	2	socket:[14968]	0:8	14968	SOCK	srwxrwxrwx	-	-	-	0
891	1058	probing-thread	3	socket:[15596]	0:8	15596	SOCK	srwxrwxrwx	-	-	-	0
891	1058	probing-thread	4	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
891	1058	probing-thread	5	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
891	1058	probing-thread	6	socket:[15606]	0:8	15606	SOCK	srwxrwxrwx	-	-	-	0
891	1058	probing-thread	7	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
891	1058	probing-thread	8	/proc/891/mountinfo	0:23	15658	REG	-r--r--r--	2025-11-19 17:01:53.579830 UTC	2025-11-19 17:01:53.579830 UTC	2025-11-19 17:01:53.579830 UTC	0
891	1058	probing-thread	9	/proc/swaps	0:23	4026532074	REG	-r--r--r--	2025-11-19 17:01:00.443012 UTC	2025-11-19 17:01:00.443012 UTC	2025-11-19 17:01:00.443012 UTC	0
891	1058	probing-thread	10	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
891	1058	probing-thread	11	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
891	1058	probing-thread	12	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
891	1058	probing-thread	13	socket:[15661]	0:8	15661	SOCK	srwxrwxrwx	-	-	-	0
891	1058	probing-thread	14	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
891	1058	probing-thread	15	/proc/891/mountinfo	0:23	15658	REG	-r--r--r--	2025-11-19 17:01:53.579830 UTC	2025-11-19 17:01:53.579830 UTC	2025-11-19 17:01:53.579830 UTC	0
891	1058	probing-thread	16	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
891	1058	probing-thread	17	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
891	1091	cleanup	0	/dev/null	0:5	5	CHR	crw-rw-rw-	2025-11-19 17:40:47.286847 UTC	2025-11-19 17:01:53.198830 UTC	2025-11-19 17:01:53.198830 UTC	0
891	1091	cleanup	1	socket:[14968]	0:8	14968	SOCK	srwxrwxrwx	-	-	-	0
891	1091	cleanup	2	socket:[14968]	0:8	14968	SOCK	srwxrwxrwx	-	-	-	0
891	1091	cleanup	3	socket:[15596]	0:8	15596	SOCK	srwxrwxrwx	-	-	-	0
891	1091	cleanup	4	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
891	1091	cleanup	5	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
891	1091	cleanup	6	socket:[15606]	0:8	15606	SOCK	srwxrwxrwx	-	-	-	0
891	1091	cleanup	7	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
891	1091	cleanup	8	/proc/891/mountinfo	0:23	15658	REG	-r--r--r--	2025-11-19 17:01:53.579830 UTC	2025-11-19 17:01:53.579830 UTC	2025-11-19 17:01:53.579830 UTC	0
891	1091	cleanup	9	/proc/swaps	0:23	4026532074	REG	-r--r--r--	2025-11-19 17:01:00.443012 UTC	2025-11-19 17:01:00.443012 UTC	2025-11-19 17:01:00.443012 UTC	0
891	1091	cleanup	10	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
891	1091	cleanup	11	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
891	1091	cleanup	12	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
891	1091	cleanup	13	socket:[15661]	0:8	15661	SOCK	srwxrwxrwx	-	-	-	0
891	1091	cleanup	14	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
891	1091	cleanup	15	/proc/891/mountinfo	0:23	15658	REG	-r--r--r--	2025-11-19 17:01:53.579830 UTC	2025-11-19 17:01:53.579830 UTC	2025-11-19 17:01:53.579830 UTC	0
891	1091	cleanup	16	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
891	1091	cleanup	17	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
962	962	rsyslogd	0	/dev/null	0:5	5	CHR	crw-rw-rw-	2025-11-19 17:40:47.286847 UTC	2025-11-19 17:01:53.198830 UTC	2025-11-19 17:01:53.198830 UTC	0
962	962	rsyslogd	1	/dev/null	0:5	5	CHR	crw-rw-rw-	2025-11-19 17:40:47.286847 UTC	2025-11-19 17:01:53.198830 UTC	2025-11-19 17:01:53.198830 UTC	0
962	962	rsyslogd	2	socket:[15031]	0:8	15031	SOCK	srwxrwxrwx	-	-	-	0
962	962	rsyslogd	3	socket:[4005]	0:8	4005	SOCK	srwxrwxrwx	-	-	-	0
962	962	rsyslogd	4	/dev/urandom	0:5	10	CHR	crw-rw-rw-	2025-11-19 17:01:53.194830 UTC	2025-11-19 17:01:53.194830 UTC	2025-11-19 17:01:53.194830 UTC	0
962	962	rsyslogd	5	/proc/kmsg	0:23	4026532031	REG	-r--------	2025-11-19 17:01:53.354830 UTC	2025-11-19 17:01:53.354830 UTC	2025-11-19 17:01:53.354830 UTC	0
962	962	rsyslogd	6	socket:[15045]	0:8	15045	SOCK	srwxrwxrwx	-	-	-	0
962	962	rsyslogd	7	/var/log/syslog	252:0	1443591	REG	-rw-r-----	2025-11-19 17:41:42.822877 UTC	2025-11-19 17:41:42.822877 UTC	2025-11-18 13:17:08.089703 UTC	2349333
962	962	rsyslogd	8	/var/log/kern.log	252:0	1443593	REG	-rw-r-----	2025-11-19 17:40:09.732826 UTC	2025-11-19 17:40:09.732826 UTC	2025-11-18 13:17:08.092668 UTC	1724906
962	962	rsyslogd	9	/var/log/auth.log	252:0	1443594	REG	-rw-r-----	2025-11-19 17:41:23.051866 UTC	2025-11-19 17:41:23.051866 UTC	2025-11-18 13:17:08.114414 UTC	39096
962	1055	in:imuxsock	0	/dev/null	0:5	5	CHR	crw-rw-rw-	2025-11-19 17:40:47.286847 UTC	2025-11-19 17:01:53.198830 UTC	2025-11-19 17:01:53.198830 UTC	0
962	1055	in:imuxsock	1	/dev/null	0:5	5	CHR	crw-rw-rw-	2025-11-19 17:40:47.286847 UTC	2025-11-19 17:01:53.198830 UTC	2025-11-19 17:01:53.198830 UTC	0
962	1055	in:imuxsock	2	socket:[15031]	0:8	15031	SOCK	srwxrwxrwx	-	-	-	0
962	1055	in:imuxsock	3	socket:[4005]	0:8	4005	SOCK	srwxrwxrwx	-	-	-	0
962	1055	in:imuxsock	4	/dev/urandom	0:5	10	CHR	crw-rw-rw-	2025-11-19 17:01:53.194830 UTC	2025-11-19 17:01:53.194830 UTC	2025-11-19 17:01:53.194830 UTC	0
962	1055	in:imuxsock	5	/proc/kmsg	0:23	4026532031	REG	-r--------	2025-11-19 17:01:53.354830 UTC	2025-11-19 17:01:53.354830 UTC	2025-11-19 17:01:53.354830 UTC	0
962	1055	in:imuxsock	6	socket:[15045]	0:8	15045	SOCK	srwxrwxrwx	-	-	-	0
962	1055	in:imuxsock	7	/var/log/syslog	252:0	1443591	REG	-rw-r-----	2025-11-19 17:41:42.822877 UTC	2025-11-19 17:41:42.822877 UTC	2025-11-18 13:17:08.089703 UTC	2349333
962	1055	in:imuxsock	8	/var/log/kern.log	252:0	1443593	REG	-rw-r-----	2025-11-19 17:40:09.732826 UTC	2025-11-19 17:40:09.732826 UTC	2025-11-18 13:17:08.092668 UTC	1724906
962	1055	in:imuxsock	9	/var/log/auth.log	252:0	1443594	REG	-rw-r-----	2025-11-19 17:41:23.051866 UTC	2025-11-19 17:41:23.051866 UTC	2025-11-18 13:17:08.114414 UTC	39096
962	1056	in:imklog	0	/dev/null	0:5	5	CHR	crw-rw-rw-	2025-11-19 17:40:47.286847 UTC	2025-11-19 17:01:53.198830 UTC	2025-11-19 17:01:53.198830 UTC	0
962	1056	in:imklog	1	/dev/null	0:5	5	CHR	crw-rw-rw-	2025-11-19 17:40:47.286847 UTC	2025-11-19 17:01:53.198830 UTC	2025-11-19 17:01:53.198830 UTC	0
962	1056	in:imklog	2	socket:[15031]	0:8	15031	SOCK	srwxrwxrwx	-	-	-	0
962	1056	in:imklog	3	socket:[4005]	0:8	4005	SOCK	srwxrwxrwx	-	-	-	0
962	1056	in:imklog	4	/dev/urandom	0:5	10	CHR	crw-rw-rw-	2025-11-19 17:01:53.194830 UTC	2025-11-19 17:01:53.194830 UTC	2025-11-19 17:01:53.194830 UTC	0
962	1056	in:imklog	5	/proc/kmsg	0:23	4026532031	REG	-r--------	2025-11-19 17:01:53.354830 UTC	2025-11-19 17:01:53.354830 UTC	2025-11-19 17:01:53.354830 UTC	0
962	1056	in:imklog	6	socket:[15045]	0:8	15045	SOCK	srwxrwxrwx	-	-	-	0
962	1056	in:imklog	7	/var/log/syslog	252:0	1443591	REG	-rw-r-----	2025-11-19 17:41:42.822877 UTC	2025-11-19 17:41:42.822877 UTC	2025-11-18 13:17:08.089703 UTC	2349333
962	1056	in:imklog	8	/var/log/kern.log	252:0	1443593	REG	-rw-r-----	2025-11-19 17:40:09.732826 UTC	2025-11-19 17:40:09.732826 UTC	2025-11-18 13:17:08.092668 UTC	1724906
962	1056	in:imklog	9	/var/log/auth.log	252:0	1443594	REG	-rw-r-----	2025-11-19 17:41:23.051866 UTC	2025-11-19 17:41:23.051866 UTC	2025-11-18 13:17:08.114414 UTC	39096
962	1057	rs:main Q:Reg	0	/dev/null	0:5	5	CHR	crw-rw-rw-	2025-11-19 17:40:47.286847 UTC	2025-11-19 17:01:53.198830 UTC	2025-11-19 17:01:53.198830 UTC	0
962	1057	rs:main Q:Reg	1	/dev/null	0:5	5	CHR	crw-rw-rw-	2025-11-19 17:40:47.286847 UTC	2025-11-19 17:01:53.198830 UTC	2025-11-19 17:01:53.198830 UTC	0
962	1057	rs:main Q:Reg	2	socket:[15031]	0:8	15031	SOCK	srwxrwxrwx	-	-	-	0
962	1057	rs:main Q:Reg	3	socket:[4005]	0:8	4005	SOCK	srwxrwxrwx	-	-	-	0
962	1057	rs:main Q:Reg	4	/dev/urandom	0:5	10	CHR	crw-rw-rw-	2025-11-19 17:01:53.194830 UTC	2025-11-19 17:01:53.194830 UTC	2025-11-19 17:01:53.194830 UTC	0
962	1057	rs:main Q:Reg	5	/proc/kmsg	0:23	4026532031	REG	-r--------	2025-11-19 17:01:53.354830 UTC	2025-11-19 17:01:53.354830 UTC	2025-11-19 17:01:53.354830 UTC	0
962	1057	rs:main Q:Reg	6	socket:[15045]	0:8	15045	SOCK	srwxrwxrwx	-	-	-	0
962	1057	rs:main Q:Reg	7	/var/log/syslog	252:0	1443591	REG	-rw-r-----	2025-11-19 17:41:42.822877 UTC	2025-11-19 17:41:42.822877 UTC	2025-11-18 13:17:08.089703 UTC	2349333
962	1057	rs:main Q:Reg	8	/var/log/kern.log	252:0	1443593	REG	-rw-r-----	2025-11-19 17:40:09.732826 UTC	2025-11-19 17:40:09.732826 UTC	2025-11-18 13:17:08.092668 UTC	1724906
962	1057	rs:main Q:Reg	9	/var/log/auth.log	252:0	1443594	REG	-rw-r-----	2025-11-19 17:41:23.051866 UTC	2025-11-19 17:41:23.051866 UTC	2025-11-18 13:17:08.114414 UTC	39096
1028	1028	cron	0	/dev/null	0:5	5	CHR	crw-rw-rw-	2025-11-19 17:40:47.286847 UTC	2025-11-19 17:01:53.198830 UTC	2025-11-19 17:01:53.198830 UTC	0
1028	1028	cron	1	socket:[15675]	0:8	15675	SOCK	srwxrwxrwx	-	-	-	0
1028	1028	cron	2	socket:[15675]	0:8	15675	SOCK	srwxrwxrwx	-	-	-	0
1028	1028	cron	3	/run/crond.pid	0:25	1349	REG	-rw-r--r--	2025-11-19 17:01:53.673830 UTC	2025-11-19 17:01:53.673830 UTC	2025-11-19 17:01:53.673830 UTC	5
1028	1028	cron	4	socket:[15678]	0:8	15678	SOCK	srwxrwxrwx	-	-	-	0
1031	1031	unattended-upgr	0	/dev/null	0:5	5	CHR	crw-rw-rw-	2025-11-19 17:40:47.286847 UTC	2025-11-19 17:01:53.198830 UTC	2025-11-19 17:01:53.198830 UTC	0
1031	1031	unattended-upgr	1	socket:[16657]	0:8	16657	SOCK	srwxrwxrwx	-	-	-	0
1031	1031	unattended-upgr	2	socket:[16657]	0:8	16657	SOCK	srwxrwxrwx	-	-	-	0
1031	1031	unattended-upgr	3	/var/log/unattended-upgrades/unattended-upgrades-shutdown.log	252:0	1443595	REG	-rw-r--r--	2025-11-18 13:17:08.242911 UTC	2025-11-18 13:17:08.242911 UTC	2025-11-18 13:17:08.242911 UTC	0
1031	1031	unattended-upgr	4	socket:[14239]	0:8	14239	SOCK	srwxrwxrwx	-	-	-	0
1031	1031	unattended-upgr	5	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
1031	1031	unattended-upgr	6	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
1031	1031	unattended-upgr	7	socket:[15165]	0:8	15165	SOCK	srwxrwxrwx	-	-	-	0
1031	1031	unattended-upgr	8	/run/systemd/inhibit/2.ref	0:25	1438	FIFO	prw-------	2025-11-19 17:01:54.565830 UTC	2025-11-19 17:01:54.565830 UTC	2025-11-19 17:01:54.565830 UTC	0
1031	1031	unattended-upgr	9	socket:[15166]	0:8	15166	SOCK	srwxrwxrwx	-	-	-	0
1031	1310	gmain	0	/dev/null	0:5	5	CHR	crw-rw-rw-	2025-11-19 17:40:47.286847 UTC	2025-11-19 17:01:53.198830 UTC	2025-11-19 17:01:53.198830 UTC	0
1031	1310	gmain	1	socket:[16657]	0:8	16657	SOCK	srwxrwxrwx	-	-	-	0
1031	1310	gmain	2	socket:[16657]	0:8	16657	SOCK	srwxrwxrwx	-	-	-	0
1031	1310	gmain	3	/var/log/unattended-upgrades/unattended-upgrades-shutdown.log	252:0	1443595	REG	-rw-r--r--	2025-11-18 13:17:08.242911 UTC	2025-11-18 13:17:08.242911 UTC	2025-11-18 13:17:08.242911 UTC	0
1031	1310	gmain	4	socket:[14239]	0:8	14239	SOCK	srwxrwxrwx	-	-	-	0
1031	1310	gmain	5	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
1031	1310	gmain	6	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
1031	1310	gmain	7	socket:[15165]	0:8	15165	SOCK	srwxrwxrwx	-	-	-	0
1031	1310	gmain	8	/run/systemd/inhibit/2.ref	0:25	1438	FIFO	prw-------	2025-11-19 17:01:54.565830 UTC	2025-11-19 17:01:54.565830 UTC	2025-11-19 17:01:54.565830 UTC	0
1031	1310	gmain	9	socket:[15166]	0:8	15166	SOCK	srwxrwxrwx	-	-	-	0
1063	1063	ModemManager	0	/dev/null	0:5	5	CHR	crw-rw-rw-	2025-11-19 17:40:47.286847 UTC	2025-11-19 17:01:53.198830 UTC	2025-11-19 17:01:53.198830 UTC	0
1063	1063	ModemManager	1	socket:[14150]	0:8	14150	SOCK	srwxrwxrwx	-	-	-	0
1063	1063	ModemManager	2	/dev/null	0:5	5	CHR	crw-rw-rw-	2025-11-19 17:40:47.286847 UTC	2025-11-19 17:01:53.198830 UTC	2025-11-19 17:01:53.198830 UTC	0
1063	1063	ModemManager	3	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
1063	1063	ModemManager	4	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
1063	1063	ModemManager	5	socket:[15727]	0:8	15727	SOCK	srwxrwxrwx	-	-	-	0
1063	1063	ModemManager	6	socket:[15731]	0:8	15731	SOCK	srwxrwxrwx	-	-	-	0
1063	1063	ModemManager	7	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
1063	1063	ModemManager	8	socket:[15755]	0:8	15755	SOCK	srwxrwxrwx	-	-	-	0
1063	1063	ModemManager	9	socket:[15756]	0:8	15756	SOCK	srwxrwxrwx	-	-	-	0
1063	1063	ModemManager	10	/run/systemd/inhibit/1.ref	0:25	1436	FIFO	prw-------	2025-11-19 17:01:54.364830 UTC	2025-11-19 17:01:54.364830 UTC	2025-11-19 17:01:54.364830 UTC	0
1063	1142	gmain	0	/dev/null	0:5	5	CHR	crw-rw-rw-	2025-11-19 17:40:47.286847 UTC	2025-11-19 17:01:53.198830 UTC	2025-11-19 17:01:53.198830 UTC	0
1063	1142	gmain	1	socket:[14150]	0:8	14150	SOCK	srwxrwxrwx	-	-	-	0
1063	1142	gmain	2	/dev/null	0:5	5	CHR	crw-rw-rw-	2025-11-19 17:40:47.286847 UTC	2025-11-19 17:01:53.198830 UTC	2025-11-19 17:01:53.198830 UTC	0
1063	1142	gmain	3	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
1063	1142	gmain	4	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
1063	1142	gmain	5	socket:[15727]	0:8	15727	SOCK	srwxrwxrwx	-	-	-	0
1063	1142	gmain	6	socket:[15731]	0:8	15731	SOCK	srwxrwxrwx	-	-	-	0
1063	1142	gmain	7	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
1063	1142	gmain	8	socket:[15755]	0:8	15755	SOCK	srwxrwxrwx	-	-	-	0
1063	1142	gmain	9	socket:[15756]	0:8	15756	SOCK	srwxrwxrwx	-	-	-	0
1063	1142	gmain	10	/run/systemd/inhibit/1.ref	0:25	1436	FIFO	prw-------	2025-11-19 17:01:54.364830 UTC	2025-11-19 17:01:54.364830 UTC	2025-11-19 17:01:54.364830 UTC	0
1063	1150	pool-spawner	0	/dev/null	0:5	5	CHR	crw-rw-rw-	2025-11-19 17:40:47.286847 UTC	2025-11-19 17:01:53.198830 UTC	2025-11-19 17:01:53.198830 UTC	0
1063	1150	pool-spawner	1	socket:[14150]	0:8	14150	SOCK	srwxrwxrwx	-	-	-	0
1063	1150	pool-spawner	2	/dev/null	0:5	5	CHR	crw-rw-rw-	2025-11-19 17:40:47.286847 UTC	2025-11-19 17:01:53.198830 UTC	2025-11-19 17:01:53.198830 UTC	0
1063	1150	pool-spawner	3	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
1063	1150	pool-spawner	4	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
1063	1150	pool-spawner	5	socket:[15727]	0:8	15727	SOCK	srwxrwxrwx	-	-	-	0
1063	1150	pool-spawner	6	socket:[15731]	0:8	15731	SOCK	srwxrwxrwx	-	-	-	0
1063	1150	pool-spawner	7	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
1063	1150	pool-spawner	8	socket:[15755]	0:8	15755	SOCK	srwxrwxrwx	-	-	-	0
1063	1150	pool-spawner	9	socket:[15756]	0:8	15756	SOCK	srwxrwxrwx	-	-	-	0
1063	1150	pool-spawner	10	/run/systemd/inhibit/1.ref	0:25	1436	FIFO	prw-------	2025-11-19 17:01:54.364830 UTC	2025-11-19 17:01:54.364830 UTC	2025-11-19 17:01:54.364830 UTC	0
1063	1156	gdbus	0	/dev/null	0:5	5	CHR	crw-rw-rw-	2025-11-19 17:40:47.286847 UTC	2025-11-19 17:01:53.198830 UTC	2025-11-19 17:01:53.198830 UTC	0
1063	1156	gdbus	1	socket:[14150]	0:8	14150	SOCK	srwxrwxrwx	-	-	-	0
1063	1156	gdbus	2	/dev/null	0:5	5	CHR	crw-rw-rw-	2025-11-19 17:40:47.286847 UTC	2025-11-19 17:01:53.198830 UTC	2025-11-19 17:01:53.198830 UTC	0
1063	1156	gdbus	3	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
1063	1156	gdbus	4	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
1063	1156	gdbus	5	socket:[15727]	0:8	15727	SOCK	srwxrwxrwx	-	-	-	0
1063	1156	gdbus	6	socket:[15731]	0:8	15731	SOCK	srwxrwxrwx	-	-	-	0
1063	1156	gdbus	7	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
1063	1156	gdbus	8	socket:[15755]	0:8	15755	SOCK	srwxrwxrwx	-	-	-	0
1063	1156	gdbus	9	socket:[15756]	0:8	15756	SOCK	srwxrwxrwx	-	-	-	0
1063	1156	gdbus	10	/run/systemd/inhibit/1.ref	0:25	1436	FIFO	prw-------	2025-11-19 17:01:54.364830 UTC	2025-11-19 17:01:54.364830 UTC	2025-11-19 17:01:54.364830 UTC	0
1559	1559	sshd	0	/dev/null	0:5	5	CHR	crw-rw-rw-	2025-11-19 17:40:47.286847 UTC	2025-11-19 17:01:53.198830 UTC	2025-11-19 17:01:53.198830 UTC	0
1559	1559	sshd	1	socket:[18447]	0:8	18447	SOCK	srwxrwxrwx	-	-	-	0
1559	1559	sshd	2	socket:[18447]	0:8	18447	SOCK	srwxrwxrwx	-	-	-	0
1559	1559	sshd	3	socket:[13806]	0:8	13806	SOCK	srwxrwxrwx	-	-	-	0
1559	1559	sshd	4	socket:[14852]	0:8	14852	SOCK	srwxrwxrwx	-	-	-	0
1562	1562	agetty	0	/dev/tty6	0:5	26	CHR	crw--w----	2025-11-19 17:01:02.216012 UTC	2025-11-19 17:02:21.000000 UTC	2025-11-19 17:01:02.216012 UTC	0
